platform,video_id,title,author,author_id,snapshot_date,view_count,like_count,comment_count,share_count,favorite_count,coin_count,danmaku_count,publish_date,tags,url
bilibili,BV1XzdBBvE85,顶级账号欣赏第一期，来感受下大佬的强大和全面！《三国志战略版》,潘凤帮郭奉孝,472253284,2026-04-18,1740,17,7,0,3,-1,1,2026-04-17,"手游情报,游戏杂谈,顶级账号欣赏,三战创作者计划,三国志战略版,教程攻略,账号",https://www.bilibili.com/video/BV1XzdBBvE85
bilibili,BV1SudbBNEpP,【W11开荒攻略】必看！5分钟掌握陈仓之围全部开荒玩法！还有隐藏的15块9级地！,春虫虫玩三谋,396559590,2026-04-18,4066,97,24,0,55,-1,2,2026-04-16,"直播,三国：谋定天下,W11,三国志战略版,教程攻略,三国志,攻略",https://www.bilibili.com/video/BV1SudbBNEpP
bilibili,,三国志战略版·高效收战功,黄歪歪本歪,436339767,2026-04-18,67868,0,0,0,0,-1,0,,,https://www.bilibili.com/video/
bilibili,BV1HddVBmEn7,司马懿练到一半放弃，专心养器械队伍，15分钟日常杂谈【三国志战略版S2】【开区第14天】【周瑜开局号】,5st逍遥,36991608,2026-04-18,860,10,3,0,1,-1,1,2026-04-17,"司马郝昭盾,三国志战略版,开局号,周瑜",https://www.bilibili.com/video/BV1HddVBmEn7
bilibili,BV1gJtjzQEhF,三国志战略版-新手篇之【现版本养号攻略】-带你少踩一些坑~-三战,心远攻略组,424022748,2026-04-18,77268,963,159,0,548,-1,60,2025-08-05,"心远攻略组,新手,三国志战略版,账号养成,教程攻略,分享游戏故事,攻略,少踩坑",https://www.bilibili.com/video/BV1gJtjzQEhF
bilibili,BV1hV411j7hb,三国志战略版，满红大佬被围攻了，一人打一盟！,无敌马小超,477010534,2026-04-18,471516,3244,370,0,515,-1,334,2021-05-19,"三国志,三国志战略版,游戏知识分享官,打卡挑战",https://www.bilibili.com/video/BV1hV411j7hb
bilibili,BV1MMd6BvEgs,《三国志战略版：BT版》来啦！开局图鉴拉满无限乱斗,歪歪i9,3632319571167835,2026-04-18,254,9,7,0,4,-1,0,2026-04-17,"三国志,三国志战略版攻略,三国志战略版",https://www.bilibili.com/video/BV1MMd6BvEgs
bilibili,BV1i2dvBPE2Y,《三国志战略版》全新兑换码？开局131W岱真的吗？,爱玩游戏的海边,3691000734157169,2026-04-18,613,12,1,0,0,-1,0,2026-04-17,"氪金,三国志,三国,三国志战略版兑换码,三国志战略版礼包码,三国志战略版攻略,三国志战略版,三国志战略版手游",https://www.bilibili.com/video/BV1i2dvBPE2Y
bilibili,BV1AUdaBKEjY,［三国志破解版］无限资源｜无限内购｜一键三连免费分享,老八玩斗罗,3632303712504586,2026-04-18,77,16,24,0,8,-1,21,2026-04-16,"三国志战略版攻略,三国志战略版,三国志,三国",https://www.bilibili.com/video/BV1AUdaBKEjY
bilibili,BV1teQjBREhU,三国志战略版（公益版）魔改内置后台道具全解锁后台持续更新免费当大佬的机会就在眼前一键三连，免费获取,面包大坝bread,3706968629840803,2026-04-18,214,17,10,0,10,-1,1,2026-04-15,"三国志,三国志战略版,一键三连,免费获取,游戏福利,游戏攻略",https://www.bilibili.com/video/BV1teQjBREhU
